ID,Salary,DOJ,DOL,Original Designation,Designation,Domain,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,DomainScore,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
582739,325000.00,12/1/12 0:00,5/1/13 0:00,software engineer,software engineer,Engineering,Kolkata,m,6/9/90 0:00,89,state board,2008,94.3,state board,7268,2,B.Tech/B.E.,computer science,76.2,7268,1,Telangana,2012,720,645,750,0.864685413,525,0,0,0,0,0,0,-0.0154,-0.1206,-0.7585,-0.995,-1.4356
752115,300000.00,6/1/13 0:00,1/1/14 0:00,software engineer,software engineer,Engineering,Banagalore,m,10/29/91 0:00,89,cbse,2008,63,cbse,5483,2,B.Tech/B.E.,information technology,75.2,5483,1,West Bengal,2013,675,595,695,0.864685413,525,0,0,0,0,0,0,1.5644,0.7119,-0.6048,-0.995,-0.6692
330100,600000.00,12/1/12 0:00,,business analyst,business analyst,Business,Hyderabad,m,2/28/91 0:00,69.8,cbse,2008,82.4,state board,6164,2,B.Tech/B.E.,information technology,65.93,6164,1,Telangana,2012,485,525,585,0.864685413,525,0,0,0,0,0,0,0.1623,0.3448,-0.4891,-0.4371,-0.7615
304426,345000.00,7/1/12 0:00,,programmer analyst,programmer analyst,Tech,,m,12/25/89 0:00,80.8,cbse,2007,77.4,cbse,494,2,B.Tech/B.E.,computer science,60.86,494,1,Maharashtra,2011,495,545,545,0.864685413,525,0,0,0,0,0,0,0.3555,0.0328,-0.4891,-0.0552,-0.4455
271036,530000.00,12/1/11 0:00,,quality associate,test engineer,QA,Banagalore,m,8/25/88 0:00,88.64,state board,2006,65.16,state board,1629,2,B.Tech/B.E.,computer science,74.81,1629,1,Karnataka,2011,435,485,465,0.864685413,525,0,0,0,0,0,0,1.2266,-0.4778,-0.344,-0.1727,-1.8386
470584,420000.00,7/1/12 0:00,9/1/14 0:00,senior business analyst,senior business analyst,Business,,f,12/18/92 0:00,74.83,state board,2008,68.67,state board,12185,2,B.Tech/B.E.,computer science,72.3,12185,1,Rajasthan,2013,555,475,475,0.864685413,525,0,0,0,0,0,0,0.3555,0.2668,-0.2714,-0.2902,-0.1295
669506,300000.00,6/1/13 0:00,9/1/13 0:00,java developer,software engineer,Engineering,Hyderabad,f,8/5/92 0:00,89,state board,2009,95,state board,7269,2,B.Tech/B.E.,computer science,83.66,7269,1,Telangana,2013,430,485,620,0.864685413,525,0,0,0,0,0,0,-0.4463,-0.9531,0.01,0.3995,-0.6692
1152107,120000.00,3/1/13 0:00,2/1/14 0:00,front end web developer,software engineer,UX/UI Design,Kolkata,m,10/30/89 0:00,74.8,icse,2008,79,icse,12992,2,B.Tech/B.E.,electronics engineering,71,12992,1,West Bengal,2012,735,565,370,0,525,0,0,0,0,0,0,-0.159,0.0459,0.1637,0.1459,-1.0524
466683,95000.00,5/1/13 0:00,1/1/14 0:00,.net developer,software engineer,Engineering,Banagalore,m,4/20/90 0:00,64.48,,2008,57,,1109,2,B.Tech/B.E.,computer science,68.23,1109,1,Karnataka,2012,335,575,425,0.864685413,525,0,0,0,0,0,0,0.51,0.6568,0.2366,-1.4653,-0.0506
64400,500000.00,9/1/10 0:00,7/1/12 0:00,associate software engineer,associate software engineer,Engineering,Banagalore,m,1/22/89 0:00,86.8,cbse ,2006,78.2,state board,3356,2,B.Tech/B.E.,computer science,75.73,3356,1,Karnataka,2010,635,535,495,0.864685413,525,0,0,0,0,0,0,-0.7264,0.5008,0.2366,0.7673,-0.2875
654308,300000.00,11/1/13 0:00,,business analyst,business analyst,Business,Hyderabad,f,7/28/91 0:00,76,state board,2009,88,state board,9812,2,B.Tech/B.E.,computer science,67,9812,1,Telangana,2013,520,620,665,0.864685413,525,0,0,0,0,0,0,-0.159,0.3789,0.4711,-0.6147,0.0973
692823,520000.00,10/1/13 0:00,,technical support specialist,technical support specialist,Support,Hyderabad,m,1/29/92 0:00,78.25,state board,2009,74.6,state board,5216,2,B.Tech/B.E.,information technology,78.6,5216,1,West Bengal,2013,720,450,590,0.864685413,525,0,0,0,0,0,0,-0.8772,0.7119,0.4711,-0.1076,0.6721
958966,190000.00,6/1/14 0:00,8/1/14 0:00,java developer,software engineer,Engineering,NCR,m,5/16/92 0:00,68.14,state board,2010,61.7,state board,15863,2,B.Tech/B.E.,computer science,70.4,15863,1,Rajasthan,2014,520,575,485,0.864685413,525,0,0,0,0,0,0,-0.0154,0.2124,0.4711,0.1459,0.6721
216972,300000.00,9/1/12 0:00,,system administrator,system administrator,Tech,NCR,m,12/10/90 0:00,78,state board,2007,69,state board,4948,2,B.Tech/B.E.,computer science,69,4948,1,Rajasthan,2011,415,605,635,0.864685413,525,0,0,0,0,0,0,-0.1082,0.6568,0.5269,-0.2902,0.9763
239868,510000.00,1/1/12 0:00,4/1/15 0:00,systems engineer,system engineer,Engineering,Banagalore,f,5/28/89 0:00,97.12,state board,2007,90.33,state board,1866,2,B.Tech/B.E.,computer science,82.84,1866,1,Karnataka,2011,505,555,555,0.864685413,525,0,0,0,0,0,0,0.9737,0.3448,0.672,-0.5253,0.3444
586115,145000.00,9/1/12 0:00,5/1/14 0:00,software developer,software engineer,Engineering,Kolkata,m,3/10/90 0:00,74,state board,2007,71,state board,13040,2,B.Tech/B.E.,information technology,80.7,13040,1,West Bengal,2012,500,520,455,0.864685413,525,0,0,0,0,0,0,-1.308,1.3779,1.0859,-0.6147,-0.6692
563011,140000.00,10/1/13 0:00,2/1/15 0:00,ios developer,software engineer,Engineering,Pondicherry,m,4/16/88 0:00,77.8,state board,2005,74.2,state board,449,2,M.Tech./M.E.,computer science,72.7,449,1,Tamil Nadu,2012,405,510,545,0.864685413,525,0,0,0,0,0,0,-0.0154,0.8784,1.2396,1.5404,1.6302
298473,380000.00,12/1/11 0:00,5/1/14 0:00,software engineer,software engineer,Engineering,Mumbai,m,5/24/89 0:00,78,cbse,2007,86,cbse,5079,2,B.Tech/B.E.,information technology,72,5079,1,Rajasthan,2011,625,615,655,0.864685413,525,0,0,0,0,0,0,0.6646,0.6568,1.2525,-1.7004,-0.4455
190911,700000.00,6/1/11 0:00,,senior software developer,senior software engineer,Engineering,,m,11/1/86 0:00,69.33,state board,2003,63,state board,11157,1,MCA,computer application,85.2,11157,0,Jharkhand,2011,585,585,635,0.884122512,535,0,0,0,0,0,0,0.0464,0.9688,0.3817,-1.3478,-0.2875
626059,700000.00,6/1/13 0:00,,senior software engineer,senior software engineer,Engineering,NCR,m,5/16/85 0:00,75.6,state board,2003,66.8,state board,400,1,M.Tech./M.E.,computer science,87.6,400,0,Madhya Pradesh,2013,510,640,575,0.884122512,535,0,0,0,0,0,0,0.99,1.2114,0.6248,-1.3753,0.6721
321090,520000.00,7/1/12 0:00,,software engineer,software engineer,Engineering,,m,7/15/90 0:00,89.8,cbse,2007,73.4,cbse,47,1,B.Tech/B.E.,computer science,72,47,1,Delhi,2012,535,585,655,0.884122512,535,0,0,0,0,0,0,-0.5719,0.3448,-0.6343,1.35483,0.4234
582371,325000.00,11/1/13 0:00,4/1/15 0:00,technical support engineer,technical support engineer,Engineering,NCR,m,5/6/91 0:00,85.6,cbse,2009,85.2,cbse,8195,1,B.Tech/B.E.,information technology,74.7,8195,1,Delhi,2013,650,610,705,0.884122512,535,0,0,0,0,0,0,-1.4517,-0.6201,-0.4511,-0.3612,-1.0524
553852,330000.00,12/1/13 0:00,3/1/15 0:00,associate software engineer,associate software engineer,Engineering,,m,12/5/92 0:00,79.2,cbse,2009,76.6,cbse,48,1,B.Tech/B.E.,computer science,70,48,1,Delhi,2013,545,560,665,0.884122512,535,0,0,0,0,0,0,0.99,1.0449,0.1637,-0.8682,0.2889
287647,325000.00,7/1/12 0:00,7/1/13 0:00,graduate engineer,graduate engineer,Engineering,Pune,m,4/2/89 0:00,69.6,cbse,2006,68,cbse,8362,1,M.Tech./M.E.,computer science,70.25,8362,1,Maharashtra,2015,565,535,575,0.884122512,535,0,0,0,0,0,0,-1.1901,0.9688,0.3817,0.0623,-1.8673
47667,845000.00,8/1/10 0:00,,senior software engineer,senior software engineer,Engineering,Mumbai,m,5/12/88 0:00,75.46,state board,2005,53.83,state board,438,1,B.Tech/B.E.,information technology,56.64,438,1,Maharashtra,2010,575,585,625,0.884122512,535,0,0,0,0,0,0,0.6646,1.2808,0.8171,-0.6428,-0.1295
30768,450000.00,1/1/11 0:00,9/1/14 0:00,system engineer,system engineer,Engineering,,f,1/17/88 0:00,85.66,icse,2006,82,icse,44,2,B.Tech/B.E.,computer science,75,44,0,Uttar Pradesh,2010,485,645,635,0.884122512,535,0,0,0,0,0,0,-2.272,-0.1232,-2.8113,0.0623,0.0284
644505,200000.00,12/1/13 0:00,11/1/14 0:00,information security analyst,information security analyst,Tech,,m,1/8/92 0:00,91.6,state board,2009,86.6,state board,13371,2,B.Tech/B.E.,computer science,85.6,13371,0,Union Territory,2013,500,570,545,0.884122512,535,0,0,0,0,0,0,1.2772,0.3789,-2.6028,-0.8682,0.0973
1190691,360000.00,2/1/15 0:00,,c# developer,software engineer,Engineering,Hyderabad,m,3/16/93 0:00,64,cbse,2010,61,icse,18409,2,B.Tech/B.E.,computer science,63,18409,0,Uttarakhand,2014,455,505,465,0.884122512,535,0,0,0,0,0,0,-1.7389,-1.2861,-1.3733,-0.6147,-0.4776
87390,100000.00,7/1/10 0:00,1/1/12 0:00,java developer,software engineer,Engineering,Bhopal,m,4/16/88 0:00,78,state board,2006,57.5,state board,403,2,B.Tech/B.E.,computer science,64.8,403,0,Madhya Pradesh,2010,415,575,485,0.884122512,535,0,0,0,0,0,0,0.9737,0.5008,-1.3599,0.1798,0.6603
50626,180000.00,4/1/10 0:00,4/1/11 0:00,software trainee,trainee software engineer,Engineering,Banagalore,m,5/30/87 0:00,69,state board,2004,62,state board,5399,2,B.Tech/B.E.,information technology,80,5399,0,Bihar,2009,545,545,725,0.884122512,535,0,0,0,0,0,0,-0.4173,0.0328,-1.2148,1.0024,0.3444
457968,360000.00,8/1/12 0:00,,programmer,software engineer,Engineering,,m,10/6/90 0:00,80.8,,2008,82,,1638,2,B.Tech/B.E.,computer science,73.3,1638,0,Uttar Pradesh,2012,525,495,515,0.884122512,535,0,0,0,0,0,0,-0.3014,0.9688,-1.2148,1.0611,0.0284
358095,470000.00,1/1/13 0:00,4/1/15 0:00,system engineer,system engineer,Engineering,Kolkata,m,10/9/91 0:00,70.4,cbse,2008,69.2,cbse,167,2,B.Tech/B.E.,information technology,70,167,0,Haryana,2012,565,635,715,0.884122512,535,0,0,0,0,0,0,-1.4992,-0.5913,-1.0697,-0.5253,-1.2354
337631,325000.00,2/1/13 0:00,3/1/15 0:00,programmer analyst,programmer analyst,Tech,Chennai,f,8/25/90 0:00,83.5,,2008,92.5,,3076,2,B.Tech/B.E.,information technology,84.5,3076,0,Tamil Nadu,2012,455,515,595,0.884122512,535,0,0,0,0,0,0,-1.4606,0.3448,-0.9245,0.26793,-1.2354
333417,700000.00,6/1/12 0:00,,software developer,software engineer,Engineering,Hyderabad,m,1/27/91 0:00,69.4,cbse,2008,61.2,cbse,6434,2,B.Tech/B.E.,computer science,78.8,6434,0,Uttarakhand,2012,395,565,655,0.884122512,535,0,0,0,0,0,0,-1.3447,-0.7473,-0.9245,0.41483,-0.8799
337695,380000.00,2/1/12 0:00,,database developer,database engineer,Engineering,Banagalore,m,2/26/89 0:00,76,state board,2006,76,,3076,2,MCA,computer application,70,3076,0,Tamil Nadu,2012,505,545,445,0.884122512,535,0,0,0,0,0,0,0.3941,0.5008,-0.6343,0.62043,-1.3934
530435,370000.00,8/1/13 0:00,,project engineer,project engineer,Engineering,,f,9/26/91 0:00,87.4,cbse,2009,87,cbse,11759,2,B.Tech/B.E.,computer science,82.73,11759,0,Uttarakhand,2013,510,525,605,0.884122512,535,0,0,0,0,0,0,-1.1901,-0.9033,-0.4891,0.7673,-0.7615
423045,410000.00,5/1/12 0:00,4/1/15 0:00,software engineer,software engineer,Engineering,NCR,m,8/3/89 0:00,91.3,icse,2008,81,icse,184,2,B.Tech/B.E.,computer science,80.3,184,0,Uttar Pradesh,2012,595,495,565,0.884122512,535,0,0,0,0,0,0,1.2828,1.7878,-0.3803,0.1798,0.3444
350244,400000.00,9/1/12 0:00,,system engineer,system engineer,Engineering,,f,1/30/92 0:00,84.8,cbse,2008,78,cbse,9019,2,B.Tech/B.E.,computer science,78,9019,0,Haryana,2012,585,595,675,0.884122512,535,0,0,0,0,0,0,-1.0355,0.5008,-0.3803,1.8249,-0.2875
640729,300000.00,1/1/14 0:00,4/1/15 0:00,quality assurance test engineer,test engineer,QA,Pune,f,10/18/91 0:00,76,cbse,2009,77,cbse,1622,2,B.Tech/B.E.,information technology,76.13,1622,0,Madhya Pradesh,2013,500,545,605,0.884122512,535,0,0,0,0,0,0,0.1282,0.3789,-0.2974,-0.1076,-1.0524
329402,265000.00,7/1/12 0:00,7/1/14 0:00,software engineer,software engineer,Engineering,Banagalore,f,5/18/91 0:00,80.33,state board,2008,86.9,state board,11656,2,B.Tech/B.E.,computer science,71.02,11656,0,Andhra Pradesh,2012,365,515,375,0.884122512,535,0,0,0,0,0,0,0.51,0.6178,-0.2714,-0.8778,0.0284
520096,180000.00,7/1/12 0:00,1/1/13 0:00,management trainee,trainee manager,Management,NCR,m,10/26/89 0:00,77.6,cbse,2007,77.8,cbse,70,2,B.Tech/B.E.,computer science,72,70,0,Uttar Pradesh,2012,555,620,750,0.884122512,535,0,0,0,0,0,0,-0.0696,1.2808,-0.1988,-0.2609,0.3444
358268,450000.00,3/1/13 0:00,,system engineer,system engineer,Engineering,Mumbai,m,5/6/90 0:00,76,cbse,2008,78,cbse,167,2,B.Tech/B.E.,computer science,67,167,0,Haryana,2012,345,465,515,0.884122512,535,0,0,0,0,0,0,-4.1267,-0.2793,-0.1988,1.2374,-0.7615
445830,300000.00,2/1/14 0:00,,systems engineer,system engineer,Engineering,Mysore,f,3/26/92 0:00,89.2,cbse,2009,78.8,cbse,13210,2,B.Tech/B.E.,information technology,70.3,13210,0,Uttar Pradesh,2013,485,355,495,0.884122512,535,0,0,0,0,0,0,-0.5719,0.0328,-0.1626,0.4148,-0.9194
536794,450000.00,8/1/13 0:00,,software engineer,software engineer,Engineering,Pune,f,3/18/92 0:00,88.8,,2009,79.8,,124,2,B.Tech/B.E.,computer science,86.76,124,0,Orissa,2013,615,545,575,0.884122512,535,0,0,0,0,0,0,-0.1082,0.8128,-0.0537,0.6498,-0.0506
407653,425000.00,3/1/13 0:00,4/1/15 0:00,senior software engineer,senior software engineer,Engineering,Chennai,f,7/30/89 0:00,92.64,state board,2008,82.33,state board,3801,2,B.Tech/B.E.,information technology,86.6,3801,0,Karnataka,2012,475,485,595,0.884122512,535,0,0,0,0,0,0,1.0896,1.4368,0.0914,-0.4371,-0.1295
326876,475000.00,7/1/12 0:00,2/1/15 0:00,teradata dba,database administrator,Tech,,m,6/8/91 0:00,82.4,state board,2008,74.4,cbse,3879,2,B.Tech/B.E.,information technology,76.09,3879,0,Madhya Pradesh,2012,455,515,415,0.884122512,535,0,0,0,0,0,0,-0.4173,0.3448,0.3817,-0.43717,-0.9194
348073,405000.00,7/1/13 0:00,4/1/15 0:00,business systems consultant,business analyst,Business,Hyderabad,m,4/1/91 0:00,80,icse,2008,94.5,state board,3666,2,B.Tech/B.E.,computer science,70.1,3666,0,Andhra Pradesh,2012,535,655,695,0.884122512,535,0,0,0,0,0,0,0.8192,1.2028,0.3817,1.5899,0.0284
425274,300000.00,7/1/13 0:00,,system engineer,system engineer,Engineering,NCR,m,8/9/92 0:00,63,state board,2008,61,state board,75,2,B.Tech/B.E.,computer science,70.64,75,0,Uttar Pradesh,2012,415,365,465,0.884122512,535,0,0,0,0,0,0,0.8192,1.4368,0.5269,-1.1128,0.0679
36232,670000.00,7/1/10 0:00,4/1/15 0:00,senior systems engineer,senior software engineer,Engineering,Banagalore,m,7/22/87 0:00,91.2,cbse,2005,81.2,cbse,64,2,B.Tech/B.E.,computer science,72.5,64,0,Uttar Pradesh,2010,595,565,495,0.884122512,535,0,0,0,0,0,0,0.0464,0.6568,0.5269,-0.6428,-0.9194
319780,310000.00,4/1/12 0:00,10/1/14 0:00,technical operations analyst,technical operations analyst,Tech,NCR,f,1/23/89 0:00,89,cbse,2006,78,cbse,6038,2,B.Tech/B.E.,computer science,73.14,6038,0,Uttar Pradesh,2011,545,485,544,0.884122512,535,0,0,0,0,0,0,0.51,0.5008,0.672,-0.43717,0.3444
214231,465000.00,3/1/13 0:00,4/1/14 0:00,system engineer,system engineer,Engineering,Mumbai,f,6/9/90 0:00,94.2,cbse,2008,90.4,cbse,44,2,B.Tech/B.E.,computer science,73,44,0,Uttar Pradesh,2012,665,645,595,0.884122512,535,0,0,0,0,0,0,-1.6538,0.8128,0.672,1.2374,0.7788
1284437,200000.00,1/1/15 0:00,7/1/15 0:00,web designer and seo,software engineer,UX/UI Design,Bikaner,f,11/16/92 0:00,90.6,cbse,2010,78.8,cbse,6874,2,B.Tech/B.E.,computer science,79.57,6874,0,Uttarakhand,2015,830,455,545,0.884122512,535,0,0,0,0,0,0,0.5591,0.8784,0.7785,-1.3753,0.4805
823529,315000.00,7/1/14 0:00,,software engineer,software engineer,Engineering,,f,10/19/93 0:00,82,state board,2010,86,cbse,272,2,B.Tech/B.E.,computer science,82,272,0,Punjab,2014,510,595,355,0.884122512,535,0,0,0,0,0,0,0.4155,0.5454,0.9322,-0.2344,1.247
626510,330000.00,11/1/14 0:00,,system engineer,system engineer,Engineering,Mumbai,f,3/20/93 0:00,86,state board,2010,78.83,state board,5111,2,B.Tech/B.E.,information technology,69.43,5111,0,Maharashtra,2014,465,475,500,0.884122512,535,0,0,0,0,0,0,1.5644,0.3789,1.0859,-1.1218,-0.0943
283164,715000.00,1/1/12 0:00,,senior engineer,senior engineer,Engineering,,m,6/15/89 0:00,70,icse,2006,73.8,icse,4234,2,B.Tech/B.E.,computer science,70.13,4234,0,Uttar Pradesh,2011,825,505,485,0.884122512,535,0,0,0,0,0,0,0.51,0.8128,1.2525,0.8848,0.5024
529692,240000.00,12/1/12 0:00,2/1/14 0:00,software engineer,software engineer,Engineering,NCR,m,7/1/91 0:00,72,state board,2007,76,state board,66,2,B.Tech/B.E.,information technology,71.32,66,0,Uttar Pradesh,2012,510,535,545,0.884122512,535,0,0,0,0,0,0,0.2782,1.4368,1.3977,0.0035,0.6603
278656,305000.00,8/1/13 0:00,,java software engineer,software engineer,Engineering,Banagalore,m,9/20/89 0:00,67.8,state board,2006,74,state board,568,2,B.Tech/B.E.,computer science,70.4,568,0,Uttar Pradesh,2011,565,585,565,0.884122512,535,0,0,0,0,0,0,-1.6538,0.8128,1.688,-0.1727,0.9763
718170,115000.00,1/1/13 0:00,12/1/13 0:00,android developer,software engineer,Engineering,Mysore,m,2/13/90 0:00,52,state board,2007,67,cbse,3897,2,MCA,computer application,81,3897,1,Karnataka,2013,405,485,485,0.884122512,535,0,0,0,0,0,0,-2.0262,-2.7846,-2.6028,1.0333,-2.7769
514731,445000.00,2/1/13 0:00,,software engineer,software engineer,Engineering,Banagalore,m,9/18/90 0:00,63,cbse,2008,62,cbse,8504,2,B.Tech/B.E.,information technology,79,8504,1,Rajasthan,2012,580,535,455,0.884122512,535,0,0,0,0,0,0,-0.2628,0.0328,-1.4688,1.9424,-1.3934
52916,300000.00,10/1/10 0:00,5/1/14 0:00,software engineer,software engineer,Engineering,Pune,f,7/21/89 0:00,93.4,cbse,2006,75,cbse,472,2,B.Tech/B.E.,information technology,63.7,472,1,Maharashtra,2010,655,615,615,0.884122512,535,0,0,0,0,0,0,-1.3447,-0.7473,-1.3599,0.5323,1.1343
52947,220000.00,6/1/11 0:00,3/1/14 0:00,software developer,software engineer,Engineering,Pune,m,11/24/85 0:00,77.4,state board,2007,72.48,state board,472,2,B.Tech/B.E.,information technology,54.75,472,1,Maharashtra,2010,415,475,455,0.884122512,535,0,0,0,0,0,0,-0.5719,-0.5913,-0.7794,-0.5253,0.3444
297430,445000.00,7/1/11 0:00,3/1/14 0:00,software development engineer,software engineer,Engineering,Banagalore,m,12/31/87 0:00,86.2,cbse,2006,60.2,cbse,3918,2,B.Tech/B.E.,information technology,65.2,3918,1,Karnataka,2011,545,505,695,0.884122512,535,0,0,0,0,0,0,1.4374,-0.2793,-0.6343,-2.0529,-0.6035
161107,560000.00,3/1/11 0:00,,java developer,software engineer,Engineering,,m,2/16/89 0:00,62.88,state board,2006,77.5,state board,315,2,B.Tech/B.E.,information technology,70,315,1,Karnataka,2010,455,515,405,0.884122512,535,0,0,0,0,0,0,-0.4173,-0.1232,-0.344,-0.7603,0.6603
599393,350000.00,2/1/14 0:00,,application developer,software engineer,Engineering,Chennai,m,11/6/91 0:00,86.6,cbse,2009,80.9,state board,830,2,B.Tech/B.E.,information technology,76.6,830,1,Tamil Nadu,2013,570,510,635,0.884122512,535,0,0,0,0,0,0,0.99,1.5444,-0.1437,-1.7556,0.8637
336561,375000.00,12/1/12 0:00,,software engineer,software engineer,Engineering,Chennai,m,3/18/88 0:00,61.75,state board,2007,61,state board,10930,2,B.Tech/B.E.,computer science,77.8,10930,1,West Bengal,2012,415,535,615,0.884122512,535,0,0,0,0,0,0,0.6646,0.8128,0.0914,-1.34787,-0.7615
655515,420000.00,8/1/13 0:00,,java software engineer,software engineer,Engineering,,m,6/30/91 0:00,86,cbse,2009,76,cbse,165,2,B.Tech/B.E.,computer science,73,165,1,Rajasthan,2013,580,425,605,0.884122512,535,0,0,0,0,0,0,1.2772,0.5454,0.7785,-0.6147,-0.4776
692879,160000.00,10/1/13 0:00,1/1/14 0:00,engineer,engineer,Engineering,Hyderabad,m,8/19/90 0:00,61.9,state board,2009,64.4,state board,5216,2,B.Tech/B.E.,computer science,73.6,5216,1,West Bengal,2013,650,555,665,0.884122512,535,0,0,0,0,0,0,0.4155,0.7119,1.0859,-0.995,-0.0943
1171209,400000.00,3/1/15 0:00,,software engineer,software engineer,Engineering,Pune,f,9/19/90 0:00,85.6,cbse,2009,84.4,cbse,893,2,B.Tech/B.E.,computer science,71.8,893,0,Uttar Pradesh,2014,755,425,605,0.899843844,544,0,0,0,0,0,0,-1.4517,-0.1206,-0.1437,-0.8682,-3.3518
1093749,150000.00,8/1/14 0:00,,software developer,software engineer,Engineering,NCR,f,3/2/92 0:00,61,cbse,2009,67,cbse,8317,2,B.Tech/B.E.,computer science,79,8317,0,Madhya Pradesh,2014,455,460,510,0.899843844,544,0,0,0,0,0,0,-0.7335,-0.7866,0.7785,-1.3753,0.2889
59759,500000.00,3/1/11 0:00,4/1/15 0:00,software engineer,software engineer,Engineering,NCR,m,3/13/89 0:00,83,cbse,2006,77.2,cbse,13,1,B.Tech/B.E.,computer science,72.7,13,1,Delhi,2010,655,455,595,0.901489571,545,0,0,0,0,0,0,-0.5719,1.4368,-2.0856,1.0024,0.5024
553678,265000.00,11/1/13 0:00,,research analyst,research analyst,Research,NCR,m,10/5/91 0:00,91,cbse,2009,86.8,cbse,48,1,B.Tech/B.E.,computer science,80.8,48,1,Delhi,2013,765,645,810,0.901489571,545,0,0,0,0,0,0,-0.4463,-0.7866,-0.4511,-0.6147,-1.4356
950824,300000.00,6/1/14 0:00,,android developer,software engineer,Engineering,Hyderabad,f,10/10/92 0:00,85,cbse,2010,94,state board,12949,1,B.Tech/B.E.,electronics engineering,78,12949,1,Telangana,2014,615,610,510,0,545,0,0,0,0,0,0,-0.0154,0.3789,0.3174,0.1459,-0.2859
580624,375000.00,9/1/13 0:00,9/1/14 0:00,software engineer,software engineer,Engineering,NCR,f,12/25/90 0:00,85.6,cbse,2008,76.4,cbse,8195,1,B.Tech/B.E.,information technology,80.26,8195,1,Delhi,2013,660,645,695,0.901489571,545,0,0,0,0,0,0,1.1336,0.8784,0.7785,-0.2344,0.4805
289737,300000.00,4/1/13 0:00,3/1/15 0:00,programmer,software engineer,Engineering,Hyderabad,m,5/24/89 0:00,80.5,state board,2008,71.25,state board,1422,2,B.Tech/B.E.,computer science,65,1422,0,Andhra Pradesh,2011,615,555,645,0.901489571,545,0,0,0,0,0,0,-0.2628,0.8128,-1.3599,-0.1727,0.1864
243274,490000.00,12/1/11 0:00,,senior systems engineer,senior software engineer,Engineering,Hyderabad,f,5/3/89 0:00,87.2,cbse,2006,75,cbse,55,2,B.Tech/B.E.,computer science,71.4,55,0,Uttar Pradesh,2011,605,635,565,0.901489571,545,0,0,0,0,0,0,-2.5811,-0.2793,-1.3599,1.0024,0.6603
357365,265000.00,12/1/12 0:00,6/1/14 0:00,java software engineer,software engineer,Engineering,Chandigarh,m,4/10/91 0:00,89.4,cbse,2008,82.4,cbse,527,2,B.Tech/B.E.,computer science,72.68,527,0,Haryana,2012,684,605,645,0.901489571,545,0,0,0,0,0,0,-0.2628,0.3838,-1.2511,-0.8778,0.9763
425550,310000.00,6/1/12 0:00,,test engineer,test engineer,QA,NCR,m,9/18/90 0:00,68,icse,2008,70.16,icse,75,2,B.Tech/B.E.,computer science,65.06,75,0,Uttar Pradesh,2012,485,495,435,0.901489571,545,0,0,0,0,0,0,-0.881,-0.1232,-1.0697,0.3561,-0.7615
600608,490000.00,9/1/12 0:00,,senior systems engineer,senior software engineer,Engineering,,m,8/8/90 0:00,83,cbse,2008,85,cbse,6874,2,B.Tech/B.E.,computer science,67,6874,0,Uttarakhand,2012,605,535,500,0.901489571,545,0,0,0,0,0,0,-0.159,-0.7866,-0.6048,-0.6147,-2.2021
543804,930000.00,6/1/13 0:00,5/1/15 0:00,software engineer,software engineer,Engineering,NCR,f,3/17/91 0:00,88.57,icse,2009,91,icse,55,2,B.Tech/B.E.,computer science,76.32,55,0,Uttar Pradesh,2013,650,695,705,0.901489571,545,0,0,0,0,0,0,-0.4173,-0.0842,-0.598,-0.7603,-0.6035
408408,340000.00,8/1/14 0:00,,assistant administrator,assistant administrator,HR,Hyderabad,m,6/26/91 0:00,77.33,state board,2008,88.5,state board,894,2,M.Tech./M.E.,information technology,73.14,894,0,Tamil Nadu,2014,445,515,535,0.901489571,545,0,0,0,0,0,0,0.1623,-0.4353,-0.4891,-0.8778,-0.9194
640251,300000.00,1/1/14 0:00,,software developer,software engineer,Engineering,Trivandrum,m,5/8/92 0:00,81.5,state board,2009,77.5,state board,4042,2,B.Tech/B.E.,computer science,74.6,4042,0,Tamil Nadu,2013,510,525,680,0.901489571,545,0,0,0,0,0,0,-1.0208,0.3789,-0.4511,-1.2486,0.0973
340628,300000.00,5/1/13 0:00,4/1/14 0:00,software engineer,software engineer,Engineering,Chennai,m,4/5/89 0:00,77.8,icse,2007,74,cbse,14169,2,B.Tech/B.E.,computer science,67.3,14169,0,Uttar Pradesh,2012,554,595,544,0.901489571,545,0,0,0,0,0,0,-0.5719,-0.2012,-0.3803,0.29733,-0.4455
513266,300000.00,5/1/13 0:00,,software test engineer,test engineer,Engineering,,m,4/1/90 0:00,86,cbse,2007,85.2,cbse,893,2,B.Tech/B.E.,computer science,68.2,893,0,Uttar Pradesh,2012,580,555,705,0.901489571,545,0,0,0,0,0,0,0.9737,1.1248,-0.344,-1.3478,0.7788
230553,80000.00,11/1/11 0:00,5/1/12 0:00,desktop support analyst,desktop support technician,Support,NCR,m,5/1/92 0:00,66.66,state board,2005,80.4,state board,64,2,B.Tech/B.E.,information technology,64.29,64,0,Uttar Pradesh,2011,525,505,575,0.901489571,545,0,0,0,0,0,0,0.0464,0.3448,-0.344,-0.1727,-0.1295
